dataset,sample_id,sample_panel,x,y,marker,expression
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8727,1908,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8727,1908,CD74,1.45888880381024
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8727,1908,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8727,1908,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8594,1906,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8594,1906,CD74,1.31163335797712
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8594,1906,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8594,1906,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8461,1904,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8461,1904,CD74,1.58490731640909
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8461,1904,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8461,1904,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8328,1902,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8328,1902,CD74,3.0394814968876
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8328,1902,LAMP3,0.175038744092639
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8328,1902,CCR7,0.175038744092639
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8195,1900,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8195,1900,CD74,2.70750419865582
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8195,1900,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8195,1900,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8062,1898,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8062,1898,CD74,2.1588726262857
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8062,1898,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8062,1898,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7929,1896,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7929,1896,CD74,2.52344756360809
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7929,1896,LAMP3,0.582851864616271
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7929,1896,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7796,1894,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7796,1894,CD74,2.97551058684411
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7796,1894,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7796,1894,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7663,1892,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7663,1892,CD74,3.35176037496168
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7663,1892,LAMP3,0.358034446467022
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7663,1892,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7530,1890,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7530,1890,CD74,3.05647214206497
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7530,1890,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7530,1890,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7397,1888,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7397,1888,CD74,2.98345627392128
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7397,1888,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7397,1888,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7264,1886,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7264,1886,CD74,2.13389690392929
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7264,1886,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7264,1886,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7131,1884,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7131,1884,CD74,2.22438815272391
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7131,1884,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7131,1884,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6998,1882,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6998,1882,CD74,2.2849951408636
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6998,1882,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6998,1882,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6865,1880,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6865,1880,CD74,2.13624271922817
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6865,1880,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6865,1880,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6732,1878,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6732,1878,CD74,1.68131705381787
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6732,1878,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6732,1878,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6599,1876,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6599,1876,CD74,1.33623240018978
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6599,1876,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6599,1876,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6466,1874,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6466,1874,CD74,1.36872634172368
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6466,1874,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6466,1874,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6333,1872,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6333,1872,CD74,1.56707047396333
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6333,1872,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6333,1872,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6200,1870,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6200,1870,CD74,1.62161221452314
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6200,1870,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6200,1870,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6067,1868,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6067,1868,CD74,1.3539829877946
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6067,1868,LAMP3,0.134217043346458
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,6067,1868,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5935,1866,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5935,1866,CD74,1.85681198598848
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5935,1866,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5935,1866,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5802,1864,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5802,1864,CD74,2.20755354630758
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5802,1864,LAMP3,0.168849442661885
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5802,1864,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5669,1862,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5669,1862,CD74,1.643685399351
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5669,1862,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5669,1862,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5536,1860,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5536,1860,CD74,1.79917433348149
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5536,1860,LAMP3,0.317491896829935
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5536,1860,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5403,1858,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5403,1858,CD74,1.23445931786502
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5403,1858,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5403,1858,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5270,1856,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5270,1856,CD74,1.46272760809794
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5270,1856,LAMP3,0.178280093760949
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5270,1856,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5137,1854,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5137,1854,CD74,1.91774188684026
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5137,1854,LAMP3,0.18248169771831
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5137,1854,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5004,1852,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5004,1852,CD74,1.59710489569693
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5004,1852,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,5004,1852,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4871,1850,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4871,1850,CD74,1.73915438644656
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4871,1850,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4871,1850,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4738,1848,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4738,1848,CD74,2.38098358417264
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4738,1848,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4738,1848,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4605,1846,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4605,1846,CD74,1.97704782948223
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4605,1846,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4605,1846,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4472,1844,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4472,1844,CD74,2.03450678805215
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4472,1844,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4472,1844,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4339,1842,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4339,1842,CD74,1.71807607233575
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4339,1842,LAMP3,0.215696716101207
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4339,1842,CCR7,0.215696716101207
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4206,1840,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4206,1840,CD74,1.58819056893317
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4206,1840,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4206,1840,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4073,1838,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4073,1838,CD74,2.99957104986116
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4073,1838,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,4073,1838,CCR7,0.268263986594679
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3940,1836,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3940,1836,CD74,2.40343310700443
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3940,1836,LAMP3,0.306987863107138
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3940,1836,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3807,1834,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3807,1834,CD74,2.74490316437992
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3807,1834,LAMP3,0.474242206587482
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3807,1834,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3674,1832,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3674,1832,CD74,2.3533817392699
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3674,1832,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3674,1832,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3541,1830,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3541,1830,CD74,3.09723613689128
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3541,1830,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3541,1830,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3408,1828,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3408,1828,CD74,2.94552911277626
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3408,1828,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3408,1828,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3275,1826,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3275,1826,CD74,2.67290195594851
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3275,1826,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3275,1826,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3142,1824,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3142,1824,CD74,3.17379612083471
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3142,1824,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3142,1824,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3009,1822,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3009,1822,CD74,2.9778290221585
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3009,1822,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,3009,1822,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2876,1820,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2876,1820,CD74,3.4130997160846
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2876,1820,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2876,1820,CCR7,0.822633512469048
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2743,1818,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2743,1818,CD74,2.92910464088794
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2743,1818,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2743,1818,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2610,1816,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2610,1816,CD74,3.0367777511179
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2610,1816,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2610,1816,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2477,1814,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2477,1814,CD74,3.70145437828866
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2477,1814,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2477,1814,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2344,1812,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2344,1812,CD74,3.22829328963337
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2344,1812,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2344,1812,CCR7,1.76598168249413
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2211,1810,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2211,1810,CD74,2.75059964045907
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2211,1810,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2211,1810,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2078,1808,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2078,1808,CD74,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2078,1808,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,2078,1808,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,1945,1806,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,1945,1806,CD74,3.14723867129186
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,1945,1806,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,1945,1806,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10258,1816,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10258,1816,CD74,1.13898398007579
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10258,1816,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10258,1816,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10125,1814,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10125,1814,CD74,1.9327275871151
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10125,1814,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,10125,1814,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9992,1812,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9992,1812,CD74,2.39644871770151
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9992,1812,LAMP3,0.314651208252508
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9992,1812,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9859,1810,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9859,1810,CD74,2.27722338987231
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9859,1810,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9859,1810,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9726,1808,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9726,1808,CD74,1.34315112431037
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9726,1808,LAMP3,0.172893741325642
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9726,1808,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9593,1806,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9593,1806,CD74,1.91763017908821
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9593,1806,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9593,1806,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9460,1804,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9460,1804,CD74,2.10878859176674
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9460,1804,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9460,1804,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9327,1802,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9327,1802,CD74,1.76969720366061
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9327,1802,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9327,1802,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9194,1800,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9194,1800,CD74,1.62953116277414
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9194,1800,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9194,1800,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9061,1798,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9061,1798,CD74,1.58508956647436
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9061,1798,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,9061,1798,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8928,1796,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8928,1796,CD74,1.72863879291488
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8928,1796,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8928,1796,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8795,1794,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8795,1794,CD74,1.84475813595047
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8795,1794,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8795,1794,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8662,1792,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8662,1792,CD74,1.98273325587289
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8662,1792,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8662,1792,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8529,1790,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8529,1790,CD74,2.60375390559047
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8529,1790,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8529,1790,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8396,1788,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8396,1788,CD74,3.02153881917272
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8396,1788,LAMP3,0.285852200321993
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8396,1788,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8263,1786,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8263,1786,CD74,3.34787261584806
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8263,1786,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8263,1786,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8130,1784,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8130,1784,CD74,2.76019408947714
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8130,1784,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,8130,1784,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7997,1782,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7997,1782,CD74,2.95839713469001
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7997,1782,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7997,1782,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7864,1780,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7864,1780,CD74,3.06729353677426
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7864,1780,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7864,1780,CCR7,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7731,1778,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7731,1778,CD74,3.69680991683823
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7731,1778,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7731,1778,CCR7,0.503987091066034
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7598,1776,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7598,1776,CD74,3.2524614358179
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7598,1776,LAMP3,0
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7598,1776,CCR7,0.513857229886749
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7465,1774,HLA-DRA,
GSE274657,GSM8454235_Patient_8,GSE274657 | Patient_8,7465,1774,CD74,3.20889364465495
