method_label	feature	clean_feature	immune_class	target	rho	p	n	p_adj	abs_ifcore
ABIS	T CD4 Memory	T CD4 Memory	T cells	mregDC_extended_score	0.415231987971628	3.15744862379631e-19	427	1.35770290823241e-18	0.370444834689894
ABIS	T CD4 Memory	T CD4 Memory	T cells	TLS_like_score	0.49446029273268	1.03799847517135e-27	427	4.95932604804091e-27	0.370444834689894
ABIS	T CD4 Memory	T CD4 Memory	T cells	Cytotoxic_score	0.35503442007485	3.94812640330371e-14	427	1.57925056132148e-13	0.370444834689894
ABIS	T CD4 Memory	T CD4 Memory	T cells	Checkpoint_score	0.414235736572705	3.91253019107871e-19	427	1.68238798216384e-18	0.370444834689894
ABIS	MAIT	MAIT	Other	IF_core_4marker_score	0.322630302252577	8.44463931389459e-12	427	2.54820695085942e-11	0.322630302252577
ABIS	MAIT	MAIT	Other	mregDC_extended_score	0.34393245034277	2.66387761336458e-13	427	7.89977499135703e-13	0.322630302252577
ABIS	MAIT	MAIT	Other	TLS_like_score	0.294806608707736	5.21070113318277e-10	427	1.54524240501282e-09	0.322630302252577
ABIS	MAIT	MAIT	Other	Cytotoxic_score	0.216867589693162	6.12174056741044e-06	427	1.52599909796318e-05	0.322630302252577
ABIS	MAIT	MAIT	Other	Checkpoint_score	0.288310958304763	1.28273364664691e-09	427	3.73949469869948e-09	0.322630302252577
ABIS	T gd Vd2	T gd Vd2	Other	IF_core_4marker_score	0.313360306695771	3.49967256318327e-11	427	1.03783393253021e-10	0.313360306695771
ABIS	T gd Vd2	T gd Vd2	Other	mregDC_extended_score	0.297328189902105	3.65038788766519e-10	427	9.23333406880019e-10	0.313360306695771
ABIS	T gd Vd2	T gd Vd2	Other	TLS_like_score	0.208311319329341	1.42729412049328e-05	427	3.31749444222762e-05	0.313360306695771
ABIS	T gd Vd2	T gd Vd2	Other	Cytotoxic_score	0.383820483944289	1.94940210115813e-16	427	8.59736311279995e-16	0.313360306695771
ABIS	T gd Vd2	T gd Vd2	Other	Checkpoint_score	0.301132240746156	2.11989700248479e-10	427	6.39688218293657e-10	0.313360306695771
ABIS	Neutrophils LD	Neutrophils LD	Granulocyte/mast	IF_core_4marker_score	0.35685072787429	2.86821134575792e-14	427	1.04964330100077e-13	0.35685072787429
ABIS	Neutrophils LD	Neutrophils LD	Granulocyte/mast	mregDC_extended_score	0.381010722120521	3.35192325145554e-16	427	1.08779396084972e-15	0.35685072787429
ABIS	Neutrophils LD	Neutrophils LD	Granulocyte/mast	TLS_like_score	0.210757157210808	1.12446725781298e-05	427	2.64942970334018e-05	0.35685072787429
ABIS	Neutrophils LD	Neutrophils LD	Granulocyte/mast	Cytotoxic_score	0.319191668431549	1.43914374786444e-11	427	4.67042876665442e-11	0.35685072787429
ABIS	Neutrophils LD	Neutrophils LD	Granulocyte/mast	Checkpoint_score	0.319278293778559	1.42006376254103e-11	427	4.36162441351887e-11	0.35685072787429
ABIS	T gd non-Vd2	T gd non-Vd2	Other	IF_core_4marker_score	0.16970928414584	0.000428027581738814	427	0.000866126400695012	0.16970928414584
ABIS	T gd non-Vd2	T gd non-Vd2	Other	mregDC_extended_score	0.122705908397623	0.0111565650392629	427	0.0191892918675322	0.16970928414584
ABIS	T gd non-Vd2	T gd non-Vd2	Other	TLS_like_score	0.0405227718012231	0.403576851608554	427	0.495822989119081	0.16970928414584
ABIS	T gd non-Vd2	T gd non-Vd2	Other	Cytotoxic_score	0.244898316211362	2.99166769928641e-07	427	8.16772768694068e-07	0.16970928414584
ABIS	T gd non-Vd2	T gd non-Vd2	Other	Checkpoint_score	0.168012258353085	0.000489496913102044	427	0.000978993826204088	0.16970928414584
ABIS	Basophils LD	Basophils LD	Other	IF_core_4marker_score	0.357622113560129	2.50266045600012e-14	427	9.35777387895696e-14	0.357622113560129
ABIS	Basophils LD	Basophils LD	Other	mregDC_extended_score	0.395735166768892	1.84593987070592e-17	427	6.90220995133519e-17	0.357622113560129
ABIS	Basophils LD	Basophils LD	Other	TLS_like_score	0.302499682678082	1.74030909354056e-10	427	5.44242116525412e-10	0.357622113560129
ABIS	Basophils LD	Basophils LD	Other	Cytotoxic_score	0.170900598332807	0.000389253182700088	427	0.0008164822856636	0.357622113560129
ABIS	Basophils LD	Basophils LD	Other	Checkpoint_score	0.285732837011203	1.82256772099061e-09	427	5.1390434100063e-09	0.357622113560129
ABIS	Monocytes NC+I	Monocytes NC+I	APC/myeloid	IF_core_4marker_score	0.619601065715669	1.24114245361837e-46	427	8.53906008089437e-46	0.619601065715669
ABIS	Monocytes NC+I	Monocytes NC+I	APC/myeloid	mregDC_extended_score	0.561425894989051	7.82424531687492e-37	427	4.20553185782027e-36	0.619601065715669
ABIS	Monocytes NC+I	Monocytes NC+I	APC/myeloid	TLS_like_score	0.272393968058277	1.06039145056741e-08	427	2.94173112092895e-08	0.619601065715669
ABIS	Monocytes NC+I	Monocytes NC+I	APC/myeloid	Cytotoxic_score	0.335974604595056	9.99750055254657e-13	427	3.65865977667662e-12	0.619601065715669
ABIS	Monocytes NC+I	Monocytes NC+I	APC/myeloid	Checkpoint_score	0.50353078903031	7.87058003667938e-29	427	3.98158754796722e-28	0.619601065715669
ABIS	B Memory	B Memory	T cells	IF_core_4marker_score	0.305407231187744	1.14008454816225e-10	427	3.26824237139844e-10	0.305407231187744
ABIS	B Memory	B Memory	T cells	mregDC_extended_score	0.316549917383536	2.15763105187415e-11	427	5.79863345191177e-11	0.305407231187744
ABIS	B Memory	B Memory	T cells	TLS_like_score	0.398026788217169	1.16017268048153e-17	427	4.24573832006005e-17	0.305407231187744
ABIS	B Memory	B Memory	T cells	Cytotoxic_score	0.286616727028295	1.61643483384755e-09	427	4.71231849867422e-09	0.305407231187744
ABIS	B Memory	B Memory	T cells	Checkpoint_score	0.374402363705683	1.17498524787997e-15	427	4.29994601351817e-15	0.305407231187744
ABIS	mDCs	mDCs	Other	IF_core_4marker_score	0.376527327473871	7.87445115410049e-16	427	3.07819454205746e-15	0.376527327473871
ABIS	mDCs	mDCs	Other	mregDC_extended_score	0.412877342432148	5.23515100487085e-19	427	2.19620968984826e-18	0.376527327473871
ABIS	mDCs	mDCs	Other	TLS_like_score	0.267911252124314	1.87667753704244e-08	427	5.04357088080155e-08	0.376527327473871
ABIS	mDCs	mDCs	Other	Cytotoxic_score	0.213026476580171	8.99012583619111e-06	427	2.20900234832124e-05	0.376527327473871
ABIS	mDCs	mDCs	Other	Checkpoint_score	0.287250139513007	1.48283339872705e-09	427	4.25078907635087e-09	0.376527327473871
ABIS	pDCs	pDCs	Other	IF_core_4marker_score	0.260791719890638	4.54871652150573e-08	427	1.11768463099855e-07	0.260791719890638
ABIS	pDCs	pDCs	Other	mregDC_extended_score	0.241576905949083	4.36453382544529e-07	427	1.01445921348188e-06	0.260791719890638
ABIS	pDCs	pDCs	Other	TLS_like_score	0.0736899902202481	0.12842747392653	427	0.190426944097959	0.260791719890638
ABIS	pDCs	pDCs	Other	Cytotoxic_score	0.0639620104326362	0.187106829583791	427	0.253404525105607	0.260791719890638
ABIS	pDCs	pDCs	Other	Checkpoint_score	0.18238994898927	0.000150836244269656	427	0.000308855166837868	0.260791719890638
ABIS	Plasmablasts	Plasmablasts	B/plasma	IF_core_4marker_score	0.575815317978783	4.47191530853109e-39	427	2.65230838988741e-38	0.575815317978783
ABIS	Plasmablasts	Plasmablasts	B/plasma	mregDC_extended_score	0.644202834497453	1.98652527027518e-51	427	1.36672938594932e-50	0.575815317978783
ABIS	Plasmablasts	Plasmablasts	B/plasma	TLS_like_score	0.7870277411326	3.44685364611517e-91	427	3.12030961648321e-90	0.575815317978783
ABIS	Plasmablasts	Plasmablasts	B/plasma	Cytotoxic_score	0.580712493402013	7.27066387249448e-40	427	4.80982379257327e-39	0.575815317978783
ABIS	Plasmablasts	Plasmablasts	B/plasma	Checkpoint_score	0.611875342133386	3.26185541812577e-45	427	2.15784281506782e-44	0.575815317978783
CIBERSORT	B_cells_quantiseq	B_cells	APC/myeloid	IF_core_4marker_score			0		
CIBERSORT	B_cells_quantiseq	B_cells	APC/myeloid	mregDC_extended_score			0		
CIBERSORT	B_cells_quantiseq	B_cells	APC/myeloid	TLS_like_score			0		
CIBERSORT	B_cells_quantiseq	B_cells	APC/myeloid	Cytotoxic_score			0		
CIBERSORT	B_cells_quantiseq	B_cells	APC/myeloid	Checkpoint_score			0		
CIBERSORT	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	IF_core_4marker_score			0		
CIBERSORT	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	mregDC_extended_score			0		
CIBERSORT	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	TLS_like_score			0		
CIBERSORT	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	Cytotoxic_score			0		
CIBERSORT	Macrophages_M1_quantiseq	Macrophages_M1	APC/myeloid	Checkpoint_score			0		
CIBERSORT	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	IF_core_4marker_score			0		
CIBERSORT	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	mregDC_extended_score			0		
CIBERSORT	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	TLS_like_score			0		
CIBERSORT	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	Cytotoxic_score			0		
CIBERSORT	Macrophages_M2_quantiseq	Macrophages_M2	APC/myeloid	Checkpoint_score			0		
CIBERSORT	Monocytes_quantiseq	Monocytes	APC/myeloid	IF_core_4marker_score			0		
CIBERSORT	Monocytes_quantiseq	Monocytes	APC/myeloid	mregDC_extended_score			0		
CIBERSORT	Monocytes_quantiseq	Monocytes	APC/myeloid	TLS_like_score			0		
CIBERSORT	Monocytes_quantiseq	Monocytes	APC/myeloid	Cytotoxic_score			0		
CIBERSORT	Monocytes_quantiseq	Monocytes	APC/myeloid	Checkpoint_score			0		
CIBERSORT	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	IF_core_4marker_score			0		
CIBERSORT	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	mregDC_extended_score			0		
CIBERSORT	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	TLS_like_score			0		
CIBERSORT	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	Cytotoxic_score			0		
CIBERSORT	Neutrophils_quantiseq	Neutrophils	Granulocyte/mast	Checkpoint_score			0		
CIBERSORT	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	IF_core_4marker_score			0		
CIBERSORT	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	mregDC_extended_score			0		
CIBERSORT	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	TLS_like_score			0		
CIBERSORT	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	Cytotoxic_score			0		
CIBERSORT	NK_cells_quantiseq	NK_cells	Cytotoxic T/NK	Checkpoint_score			0		
CIBERSORT	T_cells_CD4_quantiseq	T_cells_CD4	T cells	IF_core_4marker_score			0		
CIBERSORT	T_cells_CD4_quantiseq	T_cells_CD4	T cells	mregDC_extended_score			0		
CIBERSORT	T_cells_CD4_quantiseq	T_cells_CD4	T cells	TLS_like_score			0		
CIBERSORT	T_cells_CD4_quantiseq	T_cells_CD4	T cells	Cytotoxic_score			0		
CIBERSORT	T_cells_CD4_quantiseq	T_cells_CD4	T cells	Checkpoint_score			0		
CIBERSORT	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	IF_core_4marker_score			0		
CIBERSORT	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	mregDC_extended_score			0		
CIBERSORT	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	TLS_like_score			0		
CIBERSORT	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	Cytotoxic_score			0		
CIBERSORT	T_cells_CD8_quantiseq	T_cells_CD8	Cytotoxic T/NK	Checkpoint_score			0		
CIBERSORT	Tregs_quantiseq	Tregs	T cells	IF_core_4marker_score			0		
CIBERSORT	Tregs_quantiseq	Tregs	T cells	mregDC_extended_score			0		
CIBERSORT	Tregs_quantiseq	Tregs	T cells	TLS_like_score			0		
CIBERSORT	Tregs_quantiseq	Tregs	T cells	Cytotoxic_score			0		
CIBERSORT	Tregs_quantiseq	Tregs	T cells	Checkpoint_score			0		
CIBERSORT	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	IF_core_4marker_score			0		
CIBERSORT	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	mregDC_extended_score			0		
CIBERSORT	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	TLS_like_score			0		
CIBERSORT	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	Cytotoxic_score			0		
CIBERSORT	Dendritic_cells_quantiseq	Dendritic_cells	APC/myeloid	Checkpoint_score			0		
CIBERSORT	Other_quantiseq	Other	Other	IF_core_4marker_score			0		
CIBERSORT	Other_quantiseq	Other	Other	mregDC_extended_score			0		
CIBERSORT	Other_quantiseq	Other	Other	TLS_like_score			0		
CIBERSORT	Other_quantiseq	Other	Other	Cytotoxic_score			0		
CIBERSORT	Other_quantiseq	Other	Other	Checkpoint_score			0		
CIBERSORT	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	IF_core_4marker_score	0.0161110709016123	0.739916091593382	427	0.838254411489841	0.0161110709016123
CIBERSORT	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	mregDC_extended_score	0.0433841146083859	0.371171245147916	427	0.48676333184129	0.0161110709016123
CIBERSORT	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	TLS_like_score	0.178697965858699	0.000205868123419546	427	0.00044755071165136	0.0161110709016123
CIBERSORT	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	Cytotoxic_score	-0.00382917874488829	0.937116609983202	427	0.953751816077579	0.0161110709016123
CIBERSORT	B_cells_naive_CIBERSORT	B_cells_naive	APC/myeloid	Checkpoint_score	0.0127306608493463	0.793085851931579	427	0.842041768717479	0.0161110709016123
CIBERSORT	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	IF_core_4marker_score	-0.186225776618435	0.00010847988160153	427	0.000230352341178557	0.186225776618435
CIBERSORT	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	mregDC_extended_score	-0.214864898541547	7.48628255435089e-06	427	1.67226051863422e-05	0.186225776618435
CIBERSORT	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	TLS_like_score	-0.249652577547851	1.72579430857917e-07	427	4.56671724731718e-07	0.186225776618435
CIBERSORT	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	Cytotoxic_score	-0.182256226617479	0.000152561375243584	427	0.000336417391562774	0.186225776618435
CIBERSORT	B_cells_memory_CIBERSORT	B_cells_memory	APC/myeloid	Checkpoint_score	-0.190782889154407	7.26989368593612e-05	427	0.000154373051108767	0.186225776618435
CIBERSORT	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	IF_core_4marker_score	0.133150474210523	0.00585786842191025	427	0.0108339071889093	0.133150474210523
CIBERSORT	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	mregDC_extended_score	0.190383280365144	7.53240473048299e-05	427	0.00016399665995482	0.133150474210523
CIBERSORT	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	TLS_like_score	0.553250973417917	1.31721699739521e-35	427	7.08004136099925e-35	0.133150474210523
CIBERSORT	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	Cytotoxic_score	0.192989179613896	5.96903981165721e-05	427	0.000136889979680672	0.133150474210523
CIBERSORT	Plasma_cells_CIBERSORT	Plasma_cells	B/plasma	Checkpoint_score	0.21675987742327	6.18865267266656e-06	427	1.45814830095705e-05	0.133150474210523
CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	IF_core_4marker_score	0.270026948699323	1.43529855714586e-08	427	3.57784567868242e-08	0.270026948699323
CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	mregDC_extended_score	0.320320444297053	1.20900637949574e-11	427	3.30077932179789e-11	0.270026948699323
CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	TLS_like_score	0.426852872954293	2.4540852564085e-20	427	1.00500634310062e-19	0.270026948699323
CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	Cytotoxic_score	0.442895549203349	6.11032502803352e-22	427	3.00278829949076e-21	0.270026948699323
CIBERSORT	T_cells_CD8_CIBERSORT	T_cells_CD8	Cytotoxic T/NK	Checkpoint_score	0.390473738994752	5.28931759202399e-17	427	2.21893323372714e-16	0.270026948699323
CIBERSORT	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	IF_core_4marker_score			427		
CIBERSORT	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	mregDC_extended_score			427		
CIBERSORT	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	TLS_like_score			427		
CIBERSORT	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	Cytotoxic_score			427		
CIBERSORT	T_cells_CD4_naive_CIBERSORT	T_cells_CD4_naive	T cells	Checkpoint_score			427		
CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_resting	T cells	IF_core_4marker_score	0.0314042636063804	0.517506130697006	427	0.635474752452591	0.0314042636063804
CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_resting	T cells	mregDC_extended_score	0.00846754713836681	0.861501268367073	427	0.892639868428534	0.0314042636063804
CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_resting	T cells	TLS_like_score	-0.119629073160442	0.0133738627228432	427	0.0237144782301962	0.0314042636063804
CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_resting	T cells	Cytotoxic_score	-0.0257662453123519	0.595446119790715	427	0.665043718207812	0.0314042636063804
CIBERSORT	T_cells_CD4_memory_resting_CIBERSORT	T_cells_CD4_memory_resting	T cells	Checkpoint_score	-0.0229436525321833	0.636370426547656	427	0.712047911040843	0.0314042636063804
CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_CD4_memory_activated	T cells	IF_core_4marker_score	0.416802867296864	2.24838492040369e-19	427	1.04519515218766e-18	0.416802867296864
CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_CD4_memory_activated	T cells	mregDC_extended_score	0.441902769203998	7.72342561617993e-22	427	3.49586633153408e-21	0.416802867296864
CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_CD4_memory_activated	T cells	TLS_like_score	0.432274103340481	7.20180525831799e-21	427	3.02124513275779e-20	0.416802867296864
CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_CD4_memory_activated	T cells	Cytotoxic_score	0.495032521819692	8.84123211867218e-28	427	5.06897308137205e-27	0.416802867296864
CIBERSORT	T_cells_CD4_memory_activated_CIBERSORT	T_cells_CD4_memory_activated	T cells	Checkpoint_score	0.485129738280696	1.36177743975184e-26	427	6.50626998992547e-26	0.416802867296864
CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_follicular_helper	T cells	IF_core_4marker_score	0.119521082333586	0.013458283667363	427	0.0233820685938023	0.119521082333586
CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_follicular_helper	T cells	mregDC_extended_score	0.0969827607567534	0.045188168393644	427	0.0713061005844658	0.119521082333586
CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_follicular_helper	T cells	TLS_like_score	0.228847086734464	1.76528786127458e-06	427	4.40042771216273e-06	0.119521082333586
CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_follicular_helper	T cells	Cytotoxic_score	0.178571978129115	0.000208042544626032	427	0.00044729147094597	0.119521082333586
CIBERSORT	T_cells_follicular_helper_CIBERSORT	T_cells_follicular_helper	T cells	Checkpoint_score	0.23493982481637	9.13348573320425e-07	427	2.2442279230159e-06	0.119521082333586
CIBERSORT	T_cells_regulatory_(Tregs)_CIBERSORT	T_cells_regulatory_(Tregs)	T cells	IF_core_4marker_score	0.253067701916682	1.15434140456494e-07	427	2.75759335534959e-07	0.253067701916682
CIBERSORT	T_cells_regulatory_(Tregs)_CIBERSORT	T_cells_regulatory_(Tregs)	T cells	mregDC_extended_score	0.279940910969252	3.96073395487236e-09	427	9.73208914625781e-09	0.253067701916682
CIBERSORT	T_cells_regulatory_(Tregs)_CIBERSORT	T_cells_regulatory_(Tregs)	T cells	TLS_like_score	0.305829816624558	1.07169190471422e-10	427	3.4779435398273e-10	0.253067701916682
CIBERSORT	T_cells_regulatory_(Tregs)_CIBERSORT	T_cells_regulatory_(Tregs)	T cells	Cytotoxic_score	0.356225040795573	3.20271943455188e-14	427	1.31158986367363e-13	0.253067701916682
CIBERSORT	T_cells_regulatory_(Tregs)_CIBERSORT	T_cells_regulatory_(Tregs)	T cells	Checkpoint_score	0.290956754924642	8.91194550902394e-10	427	2.64285280612434e-09	0.253067701916682
CIBERSORT	T_cells_gamma_delta_CIBERSORT	T_cells_gamma_delta	T cells	IF_core_4marker_score	-0.0264095288536295	0.586289300443595	427	0.685998365144886	0.0264095288536295
CIBERSORT	T_cells_gamma_delta_CIBERSORT	T_cells_gamma_delta	T cells	mregDC_extended_score	-0.0329992495654386	0.496452452400408	427	0.59989729012863	0.0264095288536295
CIBERSORT	T_cells_gamma_delta_CIBERSORT	T_cells_gamma_delta	T cells	TLS_like_score	0.0741362994380978	0.126124268628282	427	0.188638036557083	0.0264095288536295
CIBERSORT	T_cells_gamma_delta_CIBERSORT	T_cells_gamma_delta	T cells	Cytotoxic_score	0.0628013855673111	0.195250840409143	427	0.260334453878858	0.0264095288536295
CIBERSORT	T_cells_gamma_delta_CIBERSORT	T_cells_gamma_delta	T cells	Checkpoint_score	0.00251778179781527	0.958628326335437	427	0.964234339939737	0.0264095288536295
CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_resting	Cytotoxic T/NK	IF_core_4marker_score	0.131228553795345	0.00661742778503652	427	0.0119810271476451	0.131228553795345
CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_resting	Cytotoxic T/NK	mregDC_extended_score	0.122857949237701	0.0110559712002109	427	0.0191892918675322	0.131228553795345
CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_resting	Cytotoxic T/NK	TLS_like_score	0.0184671644432609	0.703560255472351	427	0.775720281674643	0.131228553795345
CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_resting	Cytotoxic T/NK	Cytotoxic_score	0.159391984151532	0.000949181012053685	427	0.00189836202410737	0.131228553795345
CIBERSORT	NK_cells_resting_CIBERSORT	NK_cells_resting	Cytotoxic T/NK	Checkpoint_score	0.158751167719747	0.000995793160102835	427	0.00194632299474645	0.131228553795345
CIBERSORT	NK_cells_activated_CIBERSORT	NK_cells_activated	Cytotoxic T/NK	IF_core_4marker_score	-0.146054616134219	0.00248253693163009	427	0.00474440391378196	0.146054616134219
CIBERSORT	NK_cells_activated_CIBERSORT	NK_cells_activated	Cytotoxic T/NK	mregDC_extended_score	-0.149430986424098	0.00196025605528049	427	0.00383140956259369	0.146054616134219
CIBERSORT	NK_cells_activated_CIBERSORT	NK_cells_activated	Cytotoxic T/NK	TLS_like_score	-0.162736476753198	0.000736942177703956	427	0.00145694315592046	0.146054616134219
CIBERSORT	NK_cells_activated_CIBERSORT	NK_cells_activated	Cytotoxic T/NK	Cytotoxic_score	0.0239664687044943	0.621403782418058	427	0.680773570547172	0.146054616134219
CIBERSORT	NK_cells_activated_CIBERSORT	NK_cells_activated	Cytotoxic T/NK	Checkpoint_score	-0.113742892994171	0.0187167115956911	427	0.0321927439445887	0.146054616134219
CIBERSORT	Monocytes_CIBERSORT	Monocytes	APC/myeloid	IF_core_4marker_score	-0.0143209578352872	0.767936108574926	427	0.846698786377483	0.0143209578352872
CIBERSORT	Monocytes_CIBERSORT	Monocytes	APC/myeloid	mregDC_extended_score	-0.0673897552132018	0.164517036828982	427	0.231942051922827	0.0143209578352872
CIBERSORT	Monocytes_CIBERSORT	Monocytes	APC/myeloid	TLS_like_score	-0.158032543130851	0.00105057144111468	427	0.00200775875413027	0.0143209578352872
CIBERSORT	Monocytes_CIBERSORT	Monocytes	APC/myeloid	Cytotoxic_score	-0.14036203789383	0.0036568776377976	427	0.00691190059012294	0.0143209578352872
CIBERSORT	Monocytes_CIBERSORT	Monocytes	APC/myeloid	Checkpoint_score	-0.0667012156630692	0.168882104977541	427	0.230537476636008	0.0143209578352872
CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M0	APC/myeloid	IF_core_4marker_score	-0.200193982430544	3.08722511511423e-05	427	6.63753399749559e-05	0.200193982430544
CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M0	APC/myeloid	mregDC_extended_score	-0.152608663418007	0.00156257845401641	427	0.00316192345989202	0.200193982430544
CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M0	APC/myeloid	TLS_like_score	-0.188914174447544	8.57629642872147e-05	427	0.00019157441373248	0.200193982430544
CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M0	APC/myeloid	Cytotoxic_score	-0.237389292465787	6.97223761986858e-07	427	1.84496133941138e-06	0.200193982430544
CIBERSORT	Macrophages_M0_CIBERSORT	Macrophages_M0	APC/myeloid	Checkpoint_score	-0.261804526009926	4.01679539103514e-08	427	1.03117732426574e-07	0.200193982430544
CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M1	APC/myeloid	IF_core_4marker_score	0.405214761940537	2.64019448025117e-18	427	1.16439346308513e-17	0.405214761940537
CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M1	APC/myeloid	mregDC_extended_score	0.422939230623693	5.86599254949019e-20	427	2.58705312439055e-19	0.405214761940537
CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M1	APC/myeloid	TLS_like_score	0.423730266211539	4.92317628627447e-20	427	1.96927051450979e-19	0.405214761940537
CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M1	APC/myeloid	Cytotoxic_score	0.493006456333928	1.55829569709626e-27	427	8.64602773872764e-27	0.405214761940537
CIBERSORT	Macrophages_M1_CIBERSORT	Macrophages_M1	APC/myeloid	Checkpoint_score	0.510123775917216	1.14944261219905e-29	427	5.99103422115869e-29	0.405214761940537
CIBERSORT	Macrophages_M2_CIBERSORT	Macrophages_M2	APC/myeloid	IF_core_4marker_score	0.183103552471362	0.000141935396399689	427	0.00029413118290056	0.183103552471362
CIBERSORT	Macrophages_M2_CIBERSORT	Macrophages_M2	APC/myeloid	mregDC_extended_score	0.145124671953892	0.00264716601540739	427	0.0051158714005626	0.183103552471362
CIBERSORT	Macrophages_M2_CIBERSORT	Macrophages_M2	APC/myeloid	TLS_like_score	0.00373561495734758	0.938650070774628	427	0.968961310215243	0.183103552471362
CIBERSORT	Macrophages_M2_CIBERSORT	Macrophages_M2	APC/myeloid	Cytotoxic_score	0.0472515600713856	0.330013244289509	427	0.411320855201417	0.183103552471362
CIBERSORT	Macrophages_M2_CIBERSORT	Macrophages_M2	APC/myeloid	Checkpoint_score	0.119407579521508	0.0135475190040615	427	0.0237772782520263	0.183103552471362
CIBERSORT	Dendritic_cells_resting_CIBERSORT	Dendritic_cells_resting	APC/myeloid	IF_core_4marker_score	0.277084516459645	5.77002373805154e-09	427	1.48125982529084e-08	0.277084516459645
CIBERSORT	Dendritic_cells_resting_CIBERSORT	Dendritic_cells_resting	APC/myeloid	mregDC_extended_score	0.366193686943117	5.36499740721826e-15	427	1.64782063221704e-14	0.277084516459645
