method_label	feature	clean_feature	immune_class	target	rho	p	n	p_adj	abs_ifcore
ABIS	CD8+_naive_T-cells_xCell	CD8+_naive_T-cells	Cytotoxic T/NK	TLS_like_score			0		
ABIS	CD8+_naive_T-cells_xCell	CD8+_naive_T-cells	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	CD8+_naive_T-cells_xCell	CD8+_naive_T-cells	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	CD8+_T-cells_xCell	CD8+_T-cells	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	CD8+_T-cells_xCell	CD8+_T-cells	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	CD8+_T-cells_xCell	CD8+_T-cells	Cytotoxic T/NK	TLS_like_score			0		
ABIS	CD8+_T-cells_xCell	CD8+_T-cells	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	CD8+_T-cells_xCell	CD8+_T-cells	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	CD8+_Tcm_xCell	CD8+_Tcm	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	CD8+_Tcm_xCell	CD8+_Tcm	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	CD8+_Tcm_xCell	CD8+_Tcm	Cytotoxic T/NK	TLS_like_score			0		
ABIS	CD8+_Tcm_xCell	CD8+_Tcm	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	CD8+_Tcm_xCell	CD8+_Tcm	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	CD8+_Tem_xCell	CD8+_Tem	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	CD8+_Tem_xCell	CD8+_Tem	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	CD8+_Tem_xCell	CD8+_Tem	Cytotoxic T/NK	TLS_like_score			0		
ABIS	CD8+_Tem_xCell	CD8+_Tem	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	CD8+_Tem_xCell	CD8+_Tem	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	cDC_xCell	cDC	Other	IF_core_4marker_score			0		
ABIS	cDC_xCell	cDC	Other	mregDC_extended_score			0		
ABIS	cDC_xCell	cDC	Other	TLS_like_score			0		
ABIS	cDC_xCell	cDC	Other	Cytotoxic_score			0		
ABIS	cDC_xCell	cDC	Other	Checkpoint_score			0		
ABIS	Chondrocytes_xCell	Chondrocytes	Other	IF_core_4marker_score			0		
ABIS	Chondrocytes_xCell	Chondrocytes	Other	mregDC_extended_score			0		
ABIS	Chondrocytes_xCell	Chondrocytes	Other	TLS_like_score			0		
ABIS	Chondrocytes_xCell	Chondrocytes	Other	Cytotoxic_score			0		
ABIS	Chondrocytes_xCell	Chondrocytes	Other	Checkpoint_score			0		
ABIS	Class-switched_memory_B-cells_xCell	Class-switched_memory_B-cells	T cells	IF_core_4marker_score			0		
ABIS	Class-switched_memory_B-cells_xCell	Class-switched_memory_B-cells	T cells	mregDC_extended_score			0		
ABIS	Class-switched_memory_B-cells_xCell	Class-switched_memory_B-cells	T cells	TLS_like_score			0		
ABIS	Class-switched_memory_B-cells_xCell	Class-switched_memory_B-cells	T cells	Cytotoxic_score			0		
ABIS	Class-switched_memory_B-cells_xCell	Class-switched_memory_B-cells	T cells	Checkpoint_score			0		
ABIS	CLP_xCell	CLP	Other	IF_core_4marker_score			0		
ABIS	CLP_xCell	CLP	Other	mregDC_extended_score			0		
ABIS	CLP_xCell	CLP	Other	TLS_like_score			0		
ABIS	CLP_xCell	CLP	Other	Cytotoxic_score			0		
ABIS	CLP_xCell	CLP	Other	Checkpoint_score			0		
ABIS	CMP_xCell	CMP	Other	IF_core_4marker_score			0		
ABIS	CMP_xCell	CMP	Other	mregDC_extended_score			0		
ABIS	CMP_xCell	CMP	Other	TLS_like_score			0		
ABIS	CMP_xCell	CMP	Other	Cytotoxic_score			0		
ABIS	CMP_xCell	CMP	Other	Checkpoint_score			0		
ABIS	DC_xCell	DC	APC/myeloid	IF_core_4marker_score			0		
ABIS	DC_xCell	DC	APC/myeloid	mregDC_extended_score			0		
ABIS	DC_xCell	DC	APC/myeloid	TLS_like_score			0		
ABIS	DC_xCell	DC	APC/myeloid	Cytotoxic_score			0		
ABIS	DC_xCell	DC	APC/myeloid	Checkpoint_score			0		
ABIS	Endothelial_cells_xCell	Endothelial_cells	Stromal	IF_core_4marker_score			0		
ABIS	Endothelial_cells_xCell	Endothelial_cells	Stromal	mregDC_extended_score			0		
ABIS	Endothelial_cells_xCell	Endothelial_cells	Stromal	TLS_like_score			0		
ABIS	Endothelial_cells_xCell	Endothelial_cells	Stromal	Cytotoxic_score			0		
ABIS	Endothelial_cells_xCell	Endothelial_cells	Stromal	Checkpoint_score			0		
ABIS	Eosinophils_xCell	Eosinophils	Granulocyte/mast	IF_core_4marker_score			0		
ABIS	Eosinophils_xCell	Eosinophils	Granulocyte/mast	mregDC_extended_score			0		
ABIS	Eosinophils_xCell	Eosinophils	Granulocyte/mast	TLS_like_score			0		
ABIS	Eosinophils_xCell	Eosinophils	Granulocyte/mast	Cytotoxic_score			0		
ABIS	Eosinophils_xCell	Eosinophils	Granulocyte/mast	Checkpoint_score			0		
ABIS	Epithelial_cells_xCell	Epithelial_cells	Other	IF_core_4marker_score			0		
ABIS	Epithelial_cells_xCell	Epithelial_cells	Other	mregDC_extended_score			0		
ABIS	Epithelial_cells_xCell	Epithelial_cells	Other	TLS_like_score			0		
ABIS	Epithelial_cells_xCell	Epithelial_cells	Other	Cytotoxic_score			0		
ABIS	Epithelial_cells_xCell	Epithelial_cells	Other	Checkpoint_score			0		
ABIS	Erythrocytes_xCell	Erythrocytes	Other	IF_core_4marker_score			0		
ABIS	Erythrocytes_xCell	Erythrocytes	Other	mregDC_extended_score			0		
ABIS	Erythrocytes_xCell	Erythrocytes	Other	TLS_like_score			0		
ABIS	Erythrocytes_xCell	Erythrocytes	Other	Cytotoxic_score			0		
ABIS	Erythrocytes_xCell	Erythrocytes	Other	Checkpoint_score			0		
ABIS	Fibroblasts_xCell	Fibroblasts	Stromal	IF_core_4marker_score			0		
ABIS	Fibroblasts_xCell	Fibroblasts	Stromal	mregDC_extended_score			0		
ABIS	Fibroblasts_xCell	Fibroblasts	Stromal	TLS_like_score			0		
ABIS	Fibroblasts_xCell	Fibroblasts	Stromal	Cytotoxic_score			0		
ABIS	Fibroblasts_xCell	Fibroblasts	Stromal	Checkpoint_score			0		
ABIS	GMP_xCell	GMP	Other	IF_core_4marker_score			0		
ABIS	GMP_xCell	GMP	Other	mregDC_extended_score			0		
ABIS	GMP_xCell	GMP	Other	TLS_like_score			0		
ABIS	GMP_xCell	GMP	Other	Cytotoxic_score			0		
ABIS	GMP_xCell	GMP	Other	Checkpoint_score			0		
ABIS	Hepatocytes_xCell	Hepatocytes	Other	IF_core_4marker_score			0		
ABIS	Hepatocytes_xCell	Hepatocytes	Other	mregDC_extended_score			0		
ABIS	Hepatocytes_xCell	Hepatocytes	Other	TLS_like_score			0		
ABIS	Hepatocytes_xCell	Hepatocytes	Other	Cytotoxic_score			0		
ABIS	Hepatocytes_xCell	Hepatocytes	Other	Checkpoint_score			0		
ABIS	HSC_xCell	HSC	Other	IF_core_4marker_score			0		
ABIS	HSC_xCell	HSC	Other	mregDC_extended_score			0		
ABIS	HSC_xCell	HSC	Other	TLS_like_score			0		
ABIS	HSC_xCell	HSC	Other	Cytotoxic_score			0		
ABIS	HSC_xCell	HSC	Other	Checkpoint_score			0		
ABIS	iDC_xCell	iDC	Other	IF_core_4marker_score			0		
ABIS	iDC_xCell	iDC	Other	mregDC_extended_score			0		
ABIS	iDC_xCell	iDC	Other	TLS_like_score			0		
ABIS	iDC_xCell	iDC	Other	Cytotoxic_score			0		
ABIS	iDC_xCell	iDC	Other	Checkpoint_score			0		
ABIS	Keratinocytes_xCell	Keratinocytes	Other	IF_core_4marker_score			0		
ABIS	Keratinocytes_xCell	Keratinocytes	Other	mregDC_extended_score			0		
ABIS	Keratinocytes_xCell	Keratinocytes	Other	TLS_like_score			0		
ABIS	Keratinocytes_xCell	Keratinocytes	Other	Cytotoxic_score			0		
ABIS	Keratinocytes_xCell	Keratinocytes	Other	Checkpoint_score			0		
ABIS	ly_Endothelial_cells_xCell	ly_Endothelial_cells	Stromal	IF_core_4marker_score			0		
ABIS	ly_Endothelial_cells_xCell	ly_Endothelial_cells	Stromal	mregDC_extended_score			0		
ABIS	ly_Endothelial_cells_xCell	ly_Endothelial_cells	Stromal	TLS_like_score			0		
ABIS	ly_Endothelial_cells_xCell	ly_Endothelial_cells	Stromal	Cytotoxic_score			0		
ABIS	ly_Endothelial_cells_xCell	ly_Endothelial_cells	Stromal	Checkpoint_score			0		
ABIS	Macrophages_xCell	Macrophages	APC/myeloid	IF_core_4marker_score			0		
ABIS	Macrophages_xCell	Macrophages	APC/myeloid	mregDC_extended_score			0		
ABIS	Macrophages_xCell	Macrophages	APC/myeloid	TLS_like_score			0		
ABIS	Macrophages_xCell	Macrophages	APC/myeloid	Cytotoxic_score			0		
ABIS	Macrophages_xCell	Macrophages	APC/myeloid	Checkpoint_score			0		
ABIS	Macrophages_M1_xCell	Macrophages_M1	APC/myeloid	IF_core_4marker_score			0		
ABIS	Macrophages_M1_xCell	Macrophages_M1	APC/myeloid	mregDC_extended_score			0		
ABIS	Macrophages_M1_xCell	Macrophages_M1	APC/myeloid	TLS_like_score			0		
ABIS	Macrophages_M1_xCell	Macrophages_M1	APC/myeloid	Cytotoxic_score			0		
ABIS	Macrophages_M1_xCell	Macrophages_M1	APC/myeloid	Checkpoint_score			0		
ABIS	Macrophages_M2_xCell	Macrophages_M2	APC/myeloid	IF_core_4marker_score			0		
ABIS	Macrophages_M2_xCell	Macrophages_M2	APC/myeloid	mregDC_extended_score			0		
ABIS	Macrophages_M2_xCell	Macrophages_M2	APC/myeloid	TLS_like_score			0		
ABIS	Macrophages_M2_xCell	Macrophages_M2	APC/myeloid	Cytotoxic_score			0		
ABIS	Macrophages_M2_xCell	Macrophages_M2	APC/myeloid	Checkpoint_score			0		
ABIS	Mast_cells_xCell	Mast_cells	T cells	IF_core_4marker_score			0		
ABIS	Mast_cells_xCell	Mast_cells	T cells	mregDC_extended_score			0		
ABIS	Mast_cells_xCell	Mast_cells	T cells	TLS_like_score			0		
ABIS	Mast_cells_xCell	Mast_cells	T cells	Cytotoxic_score			0		
ABIS	Mast_cells_xCell	Mast_cells	T cells	Checkpoint_score			0		
ABIS	Megakaryocytes_xCell	Megakaryocytes	Other	IF_core_4marker_score			0		
ABIS	Megakaryocytes_xCell	Megakaryocytes	Other	mregDC_extended_score			0		
ABIS	Megakaryocytes_xCell	Megakaryocytes	Other	TLS_like_score			0		
ABIS	Megakaryocytes_xCell	Megakaryocytes	Other	Cytotoxic_score			0		
ABIS	Megakaryocytes_xCell	Megakaryocytes	Other	Checkpoint_score			0		
ABIS	Melanocytes_xCell	Melanocytes	Other	IF_core_4marker_score			0		
ABIS	Melanocytes_xCell	Melanocytes	Other	mregDC_extended_score			0		
ABIS	Melanocytes_xCell	Melanocytes	Other	TLS_like_score			0		
ABIS	Melanocytes_xCell	Melanocytes	Other	Cytotoxic_score			0		
ABIS	Melanocytes_xCell	Melanocytes	Other	Checkpoint_score			0		
ABIS	Memory_B-cells_xCell	Memory_B-cells	T cells	IF_core_4marker_score			0		
ABIS	Memory_B-cells_xCell	Memory_B-cells	T cells	mregDC_extended_score			0		
ABIS	Memory_B-cells_xCell	Memory_B-cells	T cells	TLS_like_score			0		
ABIS	Memory_B-cells_xCell	Memory_B-cells	T cells	Cytotoxic_score			0		
ABIS	Memory_B-cells_xCell	Memory_B-cells	T cells	Checkpoint_score			0		
ABIS	MEP_xCell	MEP	Other	IF_core_4marker_score			0		
ABIS	MEP_xCell	MEP	Other	mregDC_extended_score			0		
ABIS	MEP_xCell	MEP	Other	TLS_like_score			0		
ABIS	MEP_xCell	MEP	Other	Cytotoxic_score			0		
ABIS	MEP_xCell	MEP	Other	Checkpoint_score			0		
ABIS	Mesangial_cells_xCell	Mesangial_cells	Other	IF_core_4marker_score			0		
ABIS	Mesangial_cells_xCell	Mesangial_cells	Other	mregDC_extended_score			0		
ABIS	Mesangial_cells_xCell	Mesangial_cells	Other	TLS_like_score			0		
ABIS	Mesangial_cells_xCell	Mesangial_cells	Other	Cytotoxic_score			0		
ABIS	Mesangial_cells_xCell	Mesangial_cells	Other	Checkpoint_score			0		
ABIS	Monocytes_xCell	Monocytes	APC/myeloid	IF_core_4marker_score			0		
ABIS	Monocytes_xCell	Monocytes	APC/myeloid	mregDC_extended_score			0		
ABIS	Monocytes_xCell	Monocytes	APC/myeloid	TLS_like_score			0		
ABIS	Monocytes_xCell	Monocytes	APC/myeloid	Cytotoxic_score			0		
ABIS	Monocytes_xCell	Monocytes	APC/myeloid	Checkpoint_score			0		
ABIS	MPP_xCell	MPP	Other	IF_core_4marker_score			0		
ABIS	MPP_xCell	MPP	Other	mregDC_extended_score			0		
ABIS	MPP_xCell	MPP	Other	TLS_like_score			0		
ABIS	MPP_xCell	MPP	Other	Cytotoxic_score			0		
ABIS	MPP_xCell	MPP	Other	Checkpoint_score			0		
ABIS	MSC_xCell	MSC	Other	IF_core_4marker_score			0		
ABIS	MSC_xCell	MSC	Other	mregDC_extended_score			0		
ABIS	MSC_xCell	MSC	Other	TLS_like_score			0		
ABIS	MSC_xCell	MSC	Other	Cytotoxic_score			0		
ABIS	MSC_xCell	MSC	Other	Checkpoint_score			0		
ABIS	mv_Endothelial_cells_xCell	mv_Endothelial_cells	Stromal	IF_core_4marker_score			0		
ABIS	mv_Endothelial_cells_xCell	mv_Endothelial_cells	Stromal	mregDC_extended_score			0		
ABIS	mv_Endothelial_cells_xCell	mv_Endothelial_cells	Stromal	TLS_like_score			0		
ABIS	mv_Endothelial_cells_xCell	mv_Endothelial_cells	Stromal	Cytotoxic_score			0		
ABIS	mv_Endothelial_cells_xCell	mv_Endothelial_cells	Stromal	Checkpoint_score			0		
ABIS	Myocytes_xCell	Myocytes	Other	IF_core_4marker_score			0		
ABIS	Myocytes_xCell	Myocytes	Other	mregDC_extended_score			0		
ABIS	Myocytes_xCell	Myocytes	Other	TLS_like_score			0		
ABIS	Myocytes_xCell	Myocytes	Other	Cytotoxic_score			0		
ABIS	Myocytes_xCell	Myocytes	Other	Checkpoint_score			0		
ABIS	naive_B-cells_xCell	naive_B-cells	T cells	IF_core_4marker_score			0		
ABIS	naive_B-cells_xCell	naive_B-cells	T cells	mregDC_extended_score			0		
ABIS	naive_B-cells_xCell	naive_B-cells	T cells	TLS_like_score			0		
ABIS	naive_B-cells_xCell	naive_B-cells	T cells	Cytotoxic_score			0		
ABIS	naive_B-cells_xCell	naive_B-cells	T cells	Checkpoint_score			0		
ABIS	Neurons_xCell	Neurons	Other	IF_core_4marker_score			0		
ABIS	Neurons_xCell	Neurons	Other	mregDC_extended_score			0		
ABIS	Neurons_xCell	Neurons	Other	TLS_like_score			0		
ABIS	Neurons_xCell	Neurons	Other	Cytotoxic_score			0		
ABIS	Neurons_xCell	Neurons	Other	Checkpoint_score			0		
ABIS	Neutrophils_xCell	Neutrophils	Granulocyte/mast	IF_core_4marker_score			0		
ABIS	Neutrophils_xCell	Neutrophils	Granulocyte/mast	mregDC_extended_score			0		
ABIS	Neutrophils_xCell	Neutrophils	Granulocyte/mast	TLS_like_score			0		
ABIS	Neutrophils_xCell	Neutrophils	Granulocyte/mast	Cytotoxic_score			0		
ABIS	Neutrophils_xCell	Neutrophils	Granulocyte/mast	Checkpoint_score			0		
ABIS	NK_cells_xCell	NK_cells	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	NK_cells_xCell	NK_cells	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	NK_cells_xCell	NK_cells	Cytotoxic T/NK	TLS_like_score			0		
ABIS	NK_cells_xCell	NK_cells	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	NK_cells_xCell	NK_cells	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	NKT_xCell	NKT	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	NKT_xCell	NKT	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	NKT_xCell	NKT	Cytotoxic T/NK	TLS_like_score			0		
ABIS	NKT_xCell	NKT	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	NKT_xCell	NKT	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	Osteoblast_xCell	Osteoblast	Other	IF_core_4marker_score			0		
ABIS	Osteoblast_xCell	Osteoblast	Other	mregDC_extended_score			0		
ABIS	Osteoblast_xCell	Osteoblast	Other	TLS_like_score			0		
ABIS	Osteoblast_xCell	Osteoblast	Other	Cytotoxic_score			0		
ABIS	Osteoblast_xCell	Osteoblast	Other	Checkpoint_score			0		
ABIS	pDC_xCell	pDC	Other	IF_core_4marker_score			0		
ABIS	pDC_xCell	pDC	Other	mregDC_extended_score			0		
ABIS	pDC_xCell	pDC	Other	TLS_like_score			0		
ABIS	pDC_xCell	pDC	Other	Cytotoxic_score			0		
ABIS	pDC_xCell	pDC	Other	Checkpoint_score			0		
ABIS	Pericytes_xCell	Pericytes	Other	IF_core_4marker_score			0		
ABIS	Pericytes_xCell	Pericytes	Other	mregDC_extended_score			0		
ABIS	Pericytes_xCell	Pericytes	Other	TLS_like_score			0		
ABIS	Pericytes_xCell	Pericytes	Other	Cytotoxic_score			0		
ABIS	Pericytes_xCell	Pericytes	Other	Checkpoint_score			0		
ABIS	Plasma_cells_xCell	Plasma_cells	B/plasma	IF_core_4marker_score			0		
ABIS	Plasma_cells_xCell	Plasma_cells	B/plasma	mregDC_extended_score			0		
ABIS	Plasma_cells_xCell	Plasma_cells	B/plasma	TLS_like_score			0		
ABIS	Plasma_cells_xCell	Plasma_cells	B/plasma	Cytotoxic_score			0		
ABIS	Plasma_cells_xCell	Plasma_cells	B/plasma	Checkpoint_score			0		
ABIS	Platelets_xCell	Platelets	Other	IF_core_4marker_score			0		
ABIS	Platelets_xCell	Platelets	Other	mregDC_extended_score			0		
ABIS	Platelets_xCell	Platelets	Other	TLS_like_score			0		
ABIS	Platelets_xCell	Platelets	Other	Cytotoxic_score			0		
ABIS	Platelets_xCell	Platelets	Other	Checkpoint_score			0		
ABIS	Preadipocytes_xCell	Preadipocytes	Other	IF_core_4marker_score			0		
ABIS	Preadipocytes_xCell	Preadipocytes	Other	mregDC_extended_score			0		
ABIS	Preadipocytes_xCell	Preadipocytes	Other	TLS_like_score			0		
ABIS	Preadipocytes_xCell	Preadipocytes	Other	Cytotoxic_score			0		
ABIS	Preadipocytes_xCell	Preadipocytes	Other	Checkpoint_score			0		
ABIS	pro_B-cells_xCell	pro_B-cells	B/plasma	IF_core_4marker_score			0		
ABIS	pro_B-cells_xCell	pro_B-cells	B/plasma	mregDC_extended_score			0		
ABIS	pro_B-cells_xCell	pro_B-cells	B/plasma	TLS_like_score			0		
ABIS	pro_B-cells_xCell	pro_B-cells	B/plasma	Cytotoxic_score			0		
ABIS	pro_B-cells_xCell	pro_B-cells	B/plasma	Checkpoint_score			0		
ABIS	Sebocytes_xCell	Sebocytes	Other	IF_core_4marker_score			0		
ABIS	Sebocytes_xCell	Sebocytes	Other	mregDC_extended_score			0		
ABIS	Sebocytes_xCell	Sebocytes	Other	TLS_like_score			0		
ABIS	Sebocytes_xCell	Sebocytes	Other	Cytotoxic_score			0		
ABIS	Sebocytes_xCell	Sebocytes	Other	Checkpoint_score			0		
ABIS	Skeletal_muscle_xCell	Skeletal_muscle	Other	IF_core_4marker_score			0		
ABIS	Skeletal_muscle_xCell	Skeletal_muscle	Other	mregDC_extended_score			0		
ABIS	Skeletal_muscle_xCell	Skeletal_muscle	Other	TLS_like_score			0		
ABIS	Skeletal_muscle_xCell	Skeletal_muscle	Other	Cytotoxic_score			0		
ABIS	Skeletal_muscle_xCell	Skeletal_muscle	Other	Checkpoint_score			0		
ABIS	Smooth_muscle_xCell	Smooth_muscle	Other	IF_core_4marker_score			0		
ABIS	Smooth_muscle_xCell	Smooth_muscle	Other	mregDC_extended_score			0		
ABIS	Smooth_muscle_xCell	Smooth_muscle	Other	TLS_like_score			0		
ABIS	Smooth_muscle_xCell	Smooth_muscle	Other	Cytotoxic_score			0		
ABIS	Smooth_muscle_xCell	Smooth_muscle	Other	Checkpoint_score			0		
ABIS	Tgd_cells_xCell	Tgd_cells	Other	IF_core_4marker_score			0		
ABIS	Tgd_cells_xCell	Tgd_cells	Other	mregDC_extended_score			0		
ABIS	Tgd_cells_xCell	Tgd_cells	Other	TLS_like_score			0		
ABIS	Tgd_cells_xCell	Tgd_cells	Other	Cytotoxic_score			0		
ABIS	Tgd_cells_xCell	Tgd_cells	Other	Checkpoint_score			0		
ABIS	Th1_cells_xCell	Th1_cells	T cells	IF_core_4marker_score			0		
ABIS	Th1_cells_xCell	Th1_cells	T cells	mregDC_extended_score			0		
ABIS	Th1_cells_xCell	Th1_cells	T cells	TLS_like_score			0		
ABIS	Th1_cells_xCell	Th1_cells	T cells	Cytotoxic_score			0		
ABIS	Th1_cells_xCell	Th1_cells	T cells	Checkpoint_score			0		
ABIS	Th2_cells_xCell	Th2_cells	T cells	IF_core_4marker_score			0		
ABIS	Th2_cells_xCell	Th2_cells	T cells	mregDC_extended_score			0		
ABIS	Th2_cells_xCell	Th2_cells	T cells	TLS_like_score			0		
ABIS	Th2_cells_xCell	Th2_cells	T cells	Cytotoxic_score			0		
ABIS	Th2_cells_xCell	Th2_cells	T cells	Checkpoint_score			0		
ABIS	Tregs_xCell	Tregs	T cells	IF_core_4marker_score			0		
ABIS	Tregs_xCell	Tregs	T cells	mregDC_extended_score			0		
ABIS	Tregs_xCell	Tregs	T cells	TLS_like_score			0		
ABIS	Tregs_xCell	Tregs	T cells	Cytotoxic_score			0		
ABIS	Tregs_xCell	Tregs	T cells	Checkpoint_score			0		
ABIS	ImmuneScore_xCell	ImmuneScore	Global score	IF_core_4marker_score			0		
ABIS	ImmuneScore_xCell	ImmuneScore	Global score	mregDC_extended_score			0		
ABIS	ImmuneScore_xCell	ImmuneScore	Global score	TLS_like_score			0		
ABIS	ImmuneScore_xCell	ImmuneScore	Global score	Cytotoxic_score			0		
ABIS	ImmuneScore_xCell	ImmuneScore	Global score	Checkpoint_score			0		
ABIS	StromaScore_xCell	StromaScore	Global score	IF_core_4marker_score			0		
ABIS	StromaScore_xCell	StromaScore	Global score	mregDC_extended_score			0		
ABIS	StromaScore_xCell	StromaScore	Global score	TLS_like_score			0		
ABIS	StromaScore_xCell	StromaScore	Global score	Cytotoxic_score			0		
ABIS	StromaScore_xCell	StromaScore	Global score	Checkpoint_score			0		
ABIS	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	IF_core_4marker_score			0		
ABIS	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	mregDC_extended_score			0		
ABIS	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	TLS_like_score			0		
ABIS	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	Cytotoxic_score			0		
ABIS	MicroenvironmentScore_xCell	MicroenvironmentScore	Global score	Checkpoint_score			0		
ABIS	Bcells_EPIC	Bcells	Other	IF_core_4marker_score			0		
ABIS	Bcells_EPIC	Bcells	Other	mregDC_extended_score			0		
ABIS	Bcells_EPIC	Bcells	Other	TLS_like_score			0		
ABIS	Bcells_EPIC	Bcells	Other	Cytotoxic_score			0		
ABIS	Bcells_EPIC	Bcells	Other	Checkpoint_score			0		
ABIS	CAFs_EPIC	CAFs	Stromal	IF_core_4marker_score			0		
ABIS	CAFs_EPIC	CAFs	Stromal	mregDC_extended_score			0		
ABIS	CAFs_EPIC	CAFs	Stromal	TLS_like_score			0		
ABIS	CAFs_EPIC	CAFs	Stromal	Cytotoxic_score			0		
ABIS	CAFs_EPIC	CAFs	Stromal	Checkpoint_score			0		
ABIS	CD4_Tcells_EPIC	CD4_Tcells	T cells	IF_core_4marker_score			0		
ABIS	CD4_Tcells_EPIC	CD4_Tcells	T cells	mregDC_extended_score			0		
ABIS	CD4_Tcells_EPIC	CD4_Tcells	T cells	TLS_like_score			0		
ABIS	CD4_Tcells_EPIC	CD4_Tcells	T cells	Cytotoxic_score			0		
ABIS	CD4_Tcells_EPIC	CD4_Tcells	T cells	Checkpoint_score			0		
ABIS	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	TLS_like_score			0		
ABIS	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	CD8_Tcells_EPIC	CD8_Tcells	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	Endothelial_EPIC	Endothelial	Stromal	IF_core_4marker_score			0		
ABIS	Endothelial_EPIC	Endothelial	Stromal	mregDC_extended_score			0		
ABIS	Endothelial_EPIC	Endothelial	Stromal	TLS_like_score			0		
ABIS	Endothelial_EPIC	Endothelial	Stromal	Cytotoxic_score			0		
ABIS	Endothelial_EPIC	Endothelial	Stromal	Checkpoint_score			0		
ABIS	Macrophages_EPIC	Macrophages	APC/myeloid	IF_core_4marker_score			0		
ABIS	Macrophages_EPIC	Macrophages	APC/myeloid	mregDC_extended_score			0		
ABIS	Macrophages_EPIC	Macrophages	APC/myeloid	TLS_like_score			0		
ABIS	Macrophages_EPIC	Macrophages	APC/myeloid	Cytotoxic_score			0		
ABIS	Macrophages_EPIC	Macrophages	APC/myeloid	Checkpoint_score			0		
ABIS	NKcells_EPIC	NKcells	Cytotoxic T/NK	IF_core_4marker_score			0		
ABIS	NKcells_EPIC	NKcells	Cytotoxic T/NK	mregDC_extended_score			0		
ABIS	NKcells_EPIC	NKcells	Cytotoxic T/NK	TLS_like_score			0		
ABIS	NKcells_EPIC	NKcells	Cytotoxic T/NK	Cytotoxic_score			0		
ABIS	NKcells_EPIC	NKcells	Cytotoxic T/NK	Checkpoint_score			0		
ABIS	otherCells_EPIC	otherCells	Other	IF_core_4marker_score			0		
ABIS	otherCells_EPIC	otherCells	Other	mregDC_extended_score			0		
ABIS	otherCells_EPIC	otherCells	Other	TLS_like_score			0		
ABIS	otherCells_EPIC	otherCells	Other	Cytotoxic_score			0		
ABIS	otherCells_EPIC	otherCells	Other	Checkpoint_score			0		
ABIS	StromalScore_estimate	StromalScore	Stromal	IF_core_4marker_score			0		
ABIS	StromalScore_estimate	StromalScore	Stromal	mregDC_extended_score			0		
ABIS	StromalScore_estimate	StromalScore	Stromal	TLS_like_score			0		
ABIS	StromalScore_estimate	StromalScore	Stromal	Cytotoxic_score			0		
ABIS	StromalScore_estimate	StromalScore	Stromal	Checkpoint_score			0		
ABIS	ImmuneScore_estimate	ImmuneScore	Global score	IF_core_4marker_score			0		
ABIS	ImmuneScore_estimate	ImmuneScore	Global score	mregDC_extended_score			0		
ABIS	ImmuneScore_estimate	ImmuneScore	Global score	TLS_like_score			0		
ABIS	ImmuneScore_estimate	ImmuneScore	Global score	Cytotoxic_score			0		
ABIS	ImmuneScore_estimate	ImmuneScore	Global score	Checkpoint_score			0		
ABIS	ESTIMATEScore_estimate	ESTIMATEScore	Global score	IF_core_4marker_score			0		
ABIS	ESTIMATEScore_estimate	ESTIMATEScore	Global score	mregDC_extended_score			0		
ABIS	ESTIMATEScore_estimate	ESTIMATEScore	Global score	TLS_like_score			0		
