dataset,dataset_label,sample_id,sample_short,marker,available,evidence_source,nonmissing_spots_or_cells,positive_spots_or_cells,note
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CD74,True,coverage_table+spot_expression_column,1635.0,1635.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,LAMP3,True,coverage_table+spot_expression_column,1635.0,1460.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CCR7,True,coverage_table+spot_expression_column,1635.0,249.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CD40,True,coverage_table+spot_expression_column,1635.0,1587.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CD80,True,coverage_table+spot_expression_column,1635.0,297.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CD86,True,coverage_table+spot_expression_column,1635.0,1064.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,CD274,True,coverage_table+spot_expression_column,1635.0,1381.0,
GSE288483,GSE288483,GSM8768685_Pt2-3,Pt2-3,PDCD1LG2,True,coverage_table+spot_expression_column,1635.0,1106.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,ITGAX,True,coverage_table+spot_expression_column,899.0,661.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DRA,True,coverage_table+spot_expression_column,899.0,883.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CD74,True,coverage_table+spot_expression_column,899.0,896.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,LAMP3,True,coverage_table+spot_expression_column,899.0,747.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CCR7,True,coverage_table+spot_expression_column,899.0,50.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CD40,True,coverage_table+spot_expression_column,899.0,777.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CD80,True,coverage_table+spot_expression_column,899.0,196.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CD86,True,coverage_table+spot_expression_column,899.0,470.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,CD274,True,coverage_table+spot_expression_column,899.0,235.0,
GSE288483,GSE288483,GSM8768680_Pt1-2,Pt1-2,PDCD1LG2,True,coverage_table+spot_expression_column,899.0,237.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,ITGAX,True,coverage_table+spot_expression_column,1586.0,331.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DRA,True,coverage_table+spot_expression_column,1586.0,1584.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CD74,True,coverage_table+spot_expression_column,1586.0,1586.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,LAMP3,True,coverage_table+spot_expression_column,1586.0,810.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CCR7,True,coverage_table+spot_expression_column,1586.0,56.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CD40,True,coverage_table+spot_expression_column,1586.0,1515.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CD80,True,coverage_table+spot_expression_column,1586.0,18.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CD86,True,coverage_table+spot_expression_column,1586.0,198.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,CD274,True,coverage_table+spot_expression_column,1586.0,164.0,
GSE288483,GSE288483,GSM8768684_Pt2-2,Pt2-2,PDCD1LG2,True,coverage_table+spot_expression_column,1586.0,117.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,ITGAX,True,coverage_table+spot_expression_column,1579.0,1356.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DRA,True,coverage_table+spot_expression_column,1579.0,1578.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CD74,True,coverage_table+spot_expression_column,1579.0,1579.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,LAMP3,True,coverage_table+spot_expression_column,1579.0,171.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CCR7,True,coverage_table+spot_expression_column,1579.0,116.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CD40,True,coverage_table+spot_expression_column,1579.0,1227.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CD80,True,coverage_table+spot_expression_column,1579.0,93.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CD86,True,coverage_table+spot_expression_column,1579.0,761.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,CD274,True,coverage_table+spot_expression_column,1579.0,167.0,
GSE288483,GSE288483,GSM8768681_Pt1-3,Pt1-3,PDCD1LG2,True,coverage_table+spot_expression_column,1579.0,132.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,ITGAX,True,coverage_table+spot_expression_column,1179.0,571.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DRA,True,coverage_table+spot_expression_column,1179.0,1167.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CD74,True,coverage_table+spot_expression_column,1179.0,1178.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,LAMP3,True,coverage_table+spot_expression_column,1179.0,402.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CCR7,True,coverage_table+spot_expression_column,1179.0,234.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CD40,True,coverage_table+spot_expression_column,1179.0,724.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CD80,True,coverage_table+spot_expression_column,1179.0,168.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CD86,True,coverage_table+spot_expression_column,1179.0,451.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,CD274,True,coverage_table+spot_expression_column,1179.0,145.0,
GSE288483,GSE288483,GSM8768679_Pt1-1,Pt1-1,PDCD1LG2,True,coverage_table+spot_expression_column,1179.0,311.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,ITGAX,True,coverage_table+spot_expression_column,1444.0,985.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DRA,True,coverage_table+spot_expression_column,1444.0,1443.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CD74,True,coverage_table+spot_expression_column,1444.0,1444.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,LAMP3,True,coverage_table+spot_expression_column,1444.0,834.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CCR7,True,coverage_table+spot_expression_column,1444.0,169.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CD40,True,coverage_table+spot_expression_column,1444.0,1176.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CD80,True,coverage_table+spot_expression_column,1444.0,38.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CD86,True,coverage_table+spot_expression_column,1444.0,477.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,CD274,True,coverage_table+spot_expression_column,1444.0,145.0,
GSE288483,GSE288483,GSM8768683_Pt2-1,Pt2-1,PDCD1LG2,True,coverage_table+spot_expression_column,1444.0,262.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,ITGAX,True,coverage_table+spot_expression_column,1068.0,394.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CD11C,False,coverage_table+spot_expression_column,0.0,0.0,CD11C is represented by ITGAX where gene-symbol-level expression was used.
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DRA,True,coverage_table+spot_expression_column,1068.0,1038.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DRB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DRB5,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DQA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DQB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DPA1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,HLA-DPB1,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CD74,True,coverage_table+spot_expression_column,1068.0,1062.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,B2M,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CIITA,True,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,NLRC5,False,coverage_table+spot_expression_column,0.0,0.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,LAMP3,True,coverage_table+spot_expression_column,1068.0,735.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CCR7,True,coverage_table+spot_expression_column,1068.0,10.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CD40,True,coverage_table+spot_expression_column,1068.0,475.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CD80,True,coverage_table+spot_expression_column,1068.0,83.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CD86,True,coverage_table+spot_expression_column,1068.0,261.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,CD274,True,coverage_table+spot_expression_column,1068.0,49.0,
GSE288483,GSE288483,GSM8768682_Pt1-4,Pt1-4,PDCD1LG2,True,coverage_table+spot_expression_column,1068.0,76.0,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,ITGAX,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CD11C,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DRA,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DRB1,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DRB5,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DQA1,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DQB1,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DPA1,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,HLA-DPB1,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CD74,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,B2M,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CIITA,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,NLRC5,False,xenium_program_gene_availability,,,Unavailable in the program-gene availability audit.
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,LAMP3,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CCR7,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CD40,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CD80,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CD86,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,CD274,True,xenium_program_gene_availability,,,
10x_Xenium_Prime_OVC,Xenium,Xenium_Prime_OVC_public_section,Xenium,PDCD1LG2,True,xenium_program_gene_availability,,,
