dataset,sample_id,TLS_decile,readout,value
GSE288483,GSM8768685_Pt2-3,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,3,median mregDC score,-0.0105616740859903
GSE288483,GSM8768685_Pt2-3,3,median MHC-II score,-0.0312197846334584
GSE288483,GSM8768685_Pt2-3,3,mregDC-high fraction,0.0377358490566038
GSE288483,GSM8768685_Pt2-3,3,MHC-II-high fraction,0.0613207547169811
GSE288483,GSM8768685_Pt2-3,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,4,median mregDC score,-0.0442888369871445
GSE288483,GSM8768685_Pt2-3,4,median MHC-II score,0.0109220909234846
GSE288483,GSM8768685_Pt2-3,4,mregDC-high fraction,0.0471698113207547
GSE288483,GSM8768685_Pt2-3,4,MHC-II-high fraction,0.108490566037736
GSE288483,GSM8768685_Pt2-3,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,5,median mregDC score,0.0364614868501825
GSE288483,GSM8768685_Pt2-3,5,median MHC-II score,0.0863467980881579
GSE288483,GSM8768685_Pt2-3,5,mregDC-high fraction,0.0707547169811321
GSE288483,GSM8768685_Pt2-3,5,MHC-II-high fraction,0.127358490566038
GSE288483,GSM8768685_Pt2-3,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,6,median mregDC score,0.016447547162151
GSE288483,GSM8768685_Pt2-3,6,median MHC-II score,0.00674171592018127
GSE288483,GSM8768685_Pt2-3,6,mregDC-high fraction,0.113207547169811
GSE288483,GSM8768685_Pt2-3,6,MHC-II-high fraction,0.117924528301887
GSE288483,GSM8768685_Pt2-3,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,7,median mregDC score,0.0302552455770465
GSE288483,GSM8768685_Pt2-3,7,median MHC-II score,0.0553637429588073
GSE288483,GSM8768685_Pt2-3,7,mregDC-high fraction,0.113207547169811
GSE288483,GSM8768685_Pt2-3,7,MHC-II-high fraction,0.155660377358491
GSE288483,GSM8768685_Pt2-3,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,8,median mregDC score,0.0811641159800484
GSE288483,GSM8768685_Pt2-3,8,median MHC-II score,0.0742580136590753
GSE288483,GSM8768685_Pt2-3,8,mregDC-high fraction,0.127358490566038
GSE288483,GSM8768685_Pt2-3,8,MHC-II-high fraction,0.136792452830189
GSE288483,GSM8768685_Pt2-3,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,9,median mregDC score,0.0945892714165687
GSE288483,GSM8768685_Pt2-3,9,median MHC-II score,0.0976182472372866
GSE288483,GSM8768685_Pt2-3,9,mregDC-high fraction,0.169811320754717
GSE288483,GSM8768685_Pt2-3,9,MHC-II-high fraction,0.122641509433962
GSE288483,GSM8768685_Pt2-3,9,TLS/mregDC co-high fraction,0.00471698113207547
GSE288483,GSM8768685_Pt2-3,10,median mregDC score,0.122300064645164
GSE288483,GSM8768685_Pt2-3,10,median MHC-II score,-0.00113652290463992
GSE288483,GSM8768685_Pt2-3,10,mregDC-high fraction,0.274881516587678
GSE288483,GSM8768685_Pt2-3,10,MHC-II-high fraction,0.0853080568720379
GSE288483,GSM8768685_Pt2-3,10,TLS/mregDC co-high fraction,0.274881516587678
GSE288483,GSM8768686_Pt2-4,1,median mregDC score,-0.0856646725058918
GSE288483,GSM8768686_Pt2-4,1,median MHC-II score,-0.0826933611317376
GSE288483,GSM8768686_Pt2-4,1,mregDC-high fraction,0.088145896656535
GSE288483,GSM8768686_Pt2-4,1,MHC-II-high fraction,0.0516717325227964
GSE288483,GSM8768686_Pt2-4,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,2,median mregDC score,-0.0844425213078684
GSE288483,GSM8768686_Pt2-4,2,median MHC-II score,0.0258617287783386
GSE288483,GSM8768686_Pt2-4,2,mregDC-high fraction,0.0668693009118541
GSE288483,GSM8768686_Pt2-4,2,MHC-II-high fraction,0.088145896656535
GSE288483,GSM8768686_Pt2-4,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,3,median mregDC score,-0.0626880375198324
GSE288483,GSM8768686_Pt2-4,3,median MHC-II score,0.0296544042743193
GSE288483,GSM8768686_Pt2-4,3,mregDC-high fraction,0.088145896656535
GSE288483,GSM8768686_Pt2-4,3,MHC-II-high fraction,0.060790273556231
GSE288483,GSM8768686_Pt2-4,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,4,median mregDC score,-0.0727406366000309
GSE288483,GSM8768686_Pt2-4,4,median MHC-II score,0.0304664922979753
GSE288483,GSM8768686_Pt2-4,4,mregDC-high fraction,0.0516717325227964
GSE288483,GSM8768686_Pt2-4,4,MHC-II-high fraction,0.0972644376899696
GSE288483,GSM8768686_Pt2-4,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,5,median mregDC score,-0.0535086507044357
GSE288483,GSM8768686_Pt2-4,5,median MHC-II score,0.0831999959853608
GSE288483,GSM8768686_Pt2-4,5,mregDC-high fraction,0.0792682926829268
GSE288483,GSM8768686_Pt2-4,5,MHC-II-high fraction,0.0853658536585366
GSE288483,GSM8768686_Pt2-4,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,6,median mregDC score,-0.0155326884633184
GSE288483,GSM8768686_Pt2-4,6,median MHC-II score,0.092375637259108
GSE288483,GSM8768686_Pt2-4,6,mregDC-high fraction,0.106707317073171
GSE288483,GSM8768686_Pt2-4,6,MHC-II-high fraction,0.115853658536585
GSE288483,GSM8768686_Pt2-4,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,7,median mregDC score,-0.0186943688039756
GSE288483,GSM8768686_Pt2-4,7,median MHC-II score,0.0915194383861061
GSE288483,GSM8768686_Pt2-4,7,mregDC-high fraction,0.0579268292682927
GSE288483,GSM8768686_Pt2-4,7,MHC-II-high fraction,0.115853658536585
GSE288483,GSM8768686_Pt2-4,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,8,median mregDC score,-0.0328794639380682
GSE288483,GSM8768686_Pt2-4,8,median MHC-II score,0.0416403530223299
GSE288483,GSM8768686_Pt2-4,8,mregDC-high fraction,0.109756097560976
GSE288483,GSM8768686_Pt2-4,8,MHC-II-high fraction,0.109756097560976
GSE288483,GSM8768686_Pt2-4,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,9,median mregDC score,0.0191294676100306
GSE288483,GSM8768686_Pt2-4,9,median MHC-II score,0.0486833613081906
GSE288483,GSM8768686_Pt2-4,9,mregDC-high fraction,0.13109756097561
GSE288483,GSM8768686_Pt2-4,9,MHC-II-high fraction,0.11890243902439
GSE288483,GSM8768686_Pt2-4,9,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,10,median mregDC score,0.0204463225972762
GSE288483,GSM8768686_Pt2-4,10,median MHC-II score,0.00229229575877128
GSE288483,GSM8768686_Pt2-4,10,mregDC-high fraction,0.222560975609756
GSE288483,GSM8768686_Pt2-4,10,MHC-II-high fraction,0.158536585365854
GSE288483,GSM8768686_Pt2-4,10,TLS/mregDC co-high fraction,0.222560975609756
