field_id,grid_x,grid_y,x,y,TLS_grid_mean,n_cells,n_tls_high_cells,n_cohigh_cells
197,49,37,1745.4708337783813,1333.8965606689453,0.16983359276455293,3,2,1
198,75,37,2655.4708337783813,1333.8965606689453,0.14596904551623544,9,2,0
170,107,37,3775.4708337783813,1333.8965606689453,0.2076762535179641,13,3,0
189,112,37,3950.4708337783813,1333.8965606689453,0.3730015097855955,16,7,2
171,115,37,4055.4708337783813,1333.8965606689453,0.15786437019546715,15,4,0
171,119,37,4195.470833778381,1333.8965606689453,0.24423416657457067,16,5,1
171,121,37,4265.470833778381,1333.8965606689453,0.42689767895488784,9,5,1
190,155,37,5455.470833778381,1333.8965606689453,0.37119678712287424,11,3,0
195,188,37,6610.470833778381,1333.8965606689453,0.24129963072756447,3,2,2
159,276,37,9690.470833778381,1333.8965606689453,0.8202466073579694,17,11,0
159,277,37,9725.470833778381,1333.8965606689453,1.5980855656591597,19,11,0
159,278,37,9760.470833778381,1333.8965606689453,0.3325711426729253,20,7,1
159,279,37,9795.470833778381,1333.8965606689453,0.21604339598645872,8,2,0
197,49,38,1745.4708337783813,1368.8965606689453,0.324213392152156,5,3,0
202,64,38,2270.4708337783813,1368.8965606689453,0.20006564517130293,8,4,1
198,75,38,2655.4708337783813,1368.8965606689453,0.698382462734054,5,2,0
170,107,38,3775.4708337783813,1368.8965606689453,0.14439155414714597,15,4,1
170,108,38,3810.4708337783813,1368.8965606689453,0.1481522244734602,10,3,1
171,116,38,4090.4708337783813,1368.8965606689453,0.18298033574303887,12,3,0
171,118,38,4160.470833778381,1368.8965606689453,0.22047672734890753,14,7,0
171,119,38,4195.470833778381,1368.8965606689453,0.6202764720224372,16,9,0
171,120,38,4230.470833778381,1368.8965606689453,0.38426322255039247,16,9,0
171,121,38,4265.470833778381,1368.8965606689453,0.33416144741938375,13,4,0
190,156,38,5490.470833778381,1368.8965606689453,0.30273641299447107,16,4,0
190,157,38,5525.470833778381,1368.8965606689453,0.25193725512999193,12,4,0
190,158,38,5560.470833778381,1368.8965606689453,0.16655356968400387,8,5,1
206,191,38,6715.470833778381,1368.8965606689453,0.17951213000575428,16,4,0
207,198,38,6960.470833778381,1368.8965606689453,0.1730088589995213,11,2,0
210,226,38,7940.470833778381,1368.8965606689453,0.5578578613866142,4,2,0
211,241,38,8465.470833778381,1368.8965606689453,0.2953046864167285,12,3,0
211,242,38,8500.470833778381,1368.8965606689453,0.44411038066495473,5,3,1
212,264,38,9270.470833778381,1368.8965606689453,0.2588141723585873,4,2,0
212,265,38,9305.470833778381,1368.8965606689453,0.3660872816678512,5,3,0
159,276,38,9690.470833778381,1368.8965606689453,0.6919528497204811,24,11,1
159,277,38,9725.470833778381,1368.8965606689453,1.3399219751155138,24,17,5
159,278,38,9760.470833778381,1368.8965606689453,0.5229518610370005,13,4,0
197,48,39,1710.4708337783813,1403.8965606689453,0.3514879755205886,9,5,0
202,63,39,2235.4708337783813,1403.8965606689453,0.4855236130476504,5,2,0
171,116,39,4090.4708337783813,1403.8965606689453,0.45526628249680207,14,5,0
171,117,39,4125.470833778381,1403.8965606689453,0.32099794345293275,18,10,1
171,118,39,4160.470833778381,1403.8965606689453,0.3313229798693771,18,8,2
171,121,39,4265.470833778381,1403.8965606689453,0.3215883198981538,13,5,1
171,122,39,4300.470833778381,1403.8965606689453,0.1635132222832176,11,4,0
206,190,39,6680.470833778381,1403.8965606689453,0.5104211179232727,13,7,1
206,191,39,6715.470833778381,1403.8965606689453,0.4940761940315238,10,8,1
206,192,39,6750.470833778381,1403.8965606689453,0.1717675892700428,15,3,0
207,197,39,6925.470833778381,1403.8965606689453,0.1712032759770454,10,1,0
210,225,39,7905.470833778381,1403.8965606689453,0.206047830260737,5,1,1
218,239,39,8395.470833778381,1403.8965606689453,0.3135027877159484,9,2,0
211,242,39,8500.470833778381,1403.8965606689453,0.373601893301833,10,4,0
211,243,39,8535.470833778381,1403.8965606689453,0.2025710680518795,4,1,0
159,272,39,9550.470833778381,1403.8965606689453,0.406331614663822,6,2,0
159,275,39,9655.470833778381,1403.8965606689453,0.9662000024031996,8,6,1
159,276,39,9690.470833778381,1403.8965606689453,0.48532942079700514,22,12,0
159,277,39,9725.470833778381,1403.8965606689453,1.5073039169819877,23,14,2
159,278,39,9760.470833778381,1403.8965606689453,0.41575907090229036,17,5,0
220,46,40,1640.4708337783813,1438.8965606689453,0.5003522288038494,8,4,0
202,62,40,2200.4708337783813,1438.8965606689453,0.26073039535016607,7,2,0
202,64,40,2270.4708337783813,1438.8965606689453,0.26628267364128505,7,2,0
222,104,40,3670.4708337783813,1438.8965606689453,0.2216394452755263,4,2,1
223,107,40,3775.4708337783813,1438.8965606689453,0.1638595656590638,5,3,0
223,108,40,3810.4708337783813,1438.8965606689453,0.1650726246407928,7,4,0
171,119,40,4195.470833778381,1438.8965606689453,0.16357041617348472,13,4,0
171,120,40,4230.470833778381,1438.8965606689453,0.22368099472589817,17,9,1
171,121,40,4265.470833778381,1438.8965606689453,0.24871699095970526,15,6,1
171,122,40,4300.470833778381,1438.8965606689453,0.4482992183975804,19,8,0
171,125,40,4405.470833778381,1438.8965606689453,0.3197577492729074,18,7,0
171,126,40,4440.470833778381,1438.8965606689453,0.21028891814821188,14,6,0
224,135,40,4755.470833778381,1438.8965606689453,0.17551600766788286,12,3,0
206,189,40,6645.470833778381,1438.8965606689453,0.14610161758374718,12,3,1
206,190,40,6680.470833778381,1438.8965606689453,0.2853636288787715,11,3,2
206,191,40,6715.470833778381,1438.8965606689453,0.18759823939969328,8,3,0
218,239,40,8395.470833778381,1438.8965606689453,0.1891882344622345,6,2,0
227,267,40,9375.470833778381,1438.8965606689453,0.49463162067030864,7,2,0
159,272,40,9550.470833778381,1438.8965606689453,0.41839707256225334,9,3,0
159,273,40,9585.470833778381,1438.8965606689453,0.40414085953410395,13,7,1
159,274,40,9620.470833778381,1438.8965606689453,0.7370166410199194,12,6,1
159,275,40,9655.470833778381,1438.8965606689453,0.38929003367179377,12,5,1
159,276,40,9690.470833778381,1438.8965606689453,0.7205761183658076,19,11,1
